camis,dba,boro,building,street,zipcode,phone,cuisine,latitude,longitude,nta_code,community_board,council_district,never_inspected,n_inspections,first_inspection,last_inspection,avg_score,latest_score,latest_grade,total_violations,total_critical,ever_closed
50118763,MAX'S RESTAURANT,Queens,40-09,69 STREET,11377,3477482588,FILIPINO,40.74596681619,-73.89624607291,QN63,402,26,false,9,2022-04-26,2025-01-08,31.86,12,A,39,20,true
50118771,DELI PIZZA LUNCHEONETTE,Brooklyn,603,AVENUE Z,11223,3472071540,PIZZA,40.58606109529,-73.97165497783,BK26,313,47,false,6,2023-06-13,2026-05-22,18.33,7,A,20,14,false
50118774,UTOPIA KITCHEN & LOUNGE,Manhattan,238A,SHERMAN AVENUE,10034,6466237900,LATIN AMERICAN,40.86597212848,-73.91952992343,MN01,112,10,false,2,2023-08-11,2023-08-11,37.0,37,N,7,4,false
50118789,XING XING ROCKAWAY RESTAURANT,Queens,97-12,ROCKAWAY BEACH BOULEVARD,11693,7184748038,CHINESE,40.5847443717,-73.81925128097,QN10,414,32,false,3,2024-09-12,2026-07-21,21.67,28,A,13,9,false
50118792,DIG INN,Manhattan,630,3 AVENUE,10017,2125457867,AMERICAN,40.74979057691,-73.97516533617,MN20,106,4,false,4,2023-07-13,2026-02-10,11.67,9,A,9,4,false
50118796,JAZ INDIAN CUISINE,Manhattan,813,9 AVENUE,10019,6462482692,INDIAN,40.76583841664,-73.98724212613,MN15,104,3,false,2,2024-09-18,2026-05-26,12.5,12,A,6,4,false
50118799,DEAR FRIEND BOOKS,Brooklyn,343A,TOMPKINS AVENUE,11216,3038861808,AMERICAN,40.68605452633,-73.94444334235,BK75,303,36,false,2,2024-02-09,2025-09-30,4.5,7,A,3,1,false
50118800,FILÉ GUMBO BAR,Manhattan,275,CHURCH STREET,10013,2063005101,CREOLE/CAJUN,40.71857420197,-74.00505767004,MN24,101,1,false,6,2022-11-09,2025-10-18,11.83,0,A,14,8,false
50118808,THE NAKED PIG,Manhattan,922,3 AVENUE,10022,9172617644,AMERICAN,40.75929123364,-73.96826006852,MN19,106,4,false,3,2023-07-07,2026-03-23,16.33,12,A,8,6,false
50118814,6TH FLOOR CAFE,Manhattan,250,VESEY STREET,10281,9732027798,AMERICAN,40.71452196396,-74.01567709887,MN25,101,1,false,3,2023-06-14,2026-02-12,8.67,7,A,7,2,false
50118818,BROTHER'S RAVIOLIS,Queens,158-14,CROSSBAY BOULEVARD,11414,7188437263,ITALIAN,40.66042190111,-73.84019557433,QN57,410,32,false,5,2024-02-06,2026-08-05,9.2,13,A,12,4,false
50118821,PEACHES PRIME,Brooklyn,590,FULTON STREET,11217,7186736014,NEW AMERICAN,40.68808345808,-73.97890960556,BK68,302,35,false,2,2023-07-21,2025-02-27,10.0,11,A,4,2,false
50118822,HAWAII POKE BOWL,Staten Island,2656,HYLAN BOULEVARD,10306,7187090958,JAPANESE,40.56718501082,-74.11303482125,SI45,502,50,false,3,2023-07-11,2026-05-04,13.0,22,A,7,5,false
50118825,PACIFIC BK NYC,Brooklyn,1065,PACIFIC STREET,11238,3476327578,UNKNOWN,40.67892386566,-73.95796202765,BK61,308,35,true,,,,,,,,,false
50118826,PLAYA BOWLS,Staten Island,1275,WOODROW ROAD,10309,7186089090,"JUICE, SMOOTHIES, FRUIT SALADS",40.54173533392,-74.20713762663,SI32,503,51,false,5,2023-05-22,2026-02-02,16.4,10,A,15,9,false
50118832,CARVEL,Bronx,1250,CASTLE HILL AVENUE,10462,7188243830,OTHER,40.83348616786,-73.85141449858,BX59,209,18,false,3,2024-10-09,2026-06-10,11.67,12,A,6,3,false
50118833,BLUESTONE LANE,Manhattan,330,MADISON AVENUE,10017,5168592346,COFFEE/TEA,40.75337597642,-73.97887080705,MN17,105,4,false,4,2023-08-21,2026-07-01,17.75,30,A,12,7,false
50118835,OSAKA SUSHI,Bronx,1041,MORRIS PARK AVENUE,10461,7188928681,ASIAN/ASIAN FUSION,40.84869379725,-73.85494796488,BX37,211,13,false,3,2024-07-30,2026-07-07,14.0,10,A,9,5,false
50118836,CAFE LYRIA,Manhattan,166,CROSBY STREET,10012,9293285359,COFFEE/TEA,40.72585059516,-73.99530977766,MN23,102,2,false,4,2022-10-26,2025-10-23,8.33,5,A,6,5,false
50118838,AROMA COFFEE SHOP,Manhattan,2132,2 AVENUE,10029,6463989522,COFFEE/TEA,40.79288163001,-73.940771232,MN34,111,8,false,4,2023-04-21,2025-12-26,12.33,12,A,10,4,false
50118840,FABRIKA,Queens,80-24,NORTHERN BOULEVARD,11372,9293003135,LATIN AMERICAN,40.7553807812,-73.88692613518,QN28,403,25,false,3,2023-04-25,2025-08-01,18.0,13,A,7,3,false
50118860,PIZZA TOWN,Manhattan,234,CANAL STREET,10013,9178876012,PIZZA,40.71784146015,-73.99973665775,MN27,101,1,false,13,2023-06-06,2025-07-18,26.75,7,A,43,21,false
50118863,ALAMO DRAFTHOUSE CINEMA,Staten Island,2636,HYLAN BOULEVARD,10306,5125463332,AMERICAN,40.56745426636,-74.11276533272,SI45,502,50,false,2,2023-07-14,2023-08-23,27.0,13,A,6,3,false
50118876,BAO BY KAYA,Manhattan,100,PEARL STREET,10004,9294219987,ASIAN/ASIAN FUSION,40.70427913734,-74.00978495372,MN25,101,1,false,3,2024-10-08,2026-07-10,11.33,10,A,6,3,false
50118877,THE ESTERS,Brooklyn,192,NASSAU AVENUE,11222,7189150666,AMERICAN,40.72551650575,-73.94529063212,BK76,301,33,false,2,2024-10-17,2026-05-27,10.0,13,A,4,2,false
50118880,BAADSHAH RESTAURANT & SWEETS,Brooklyn,2031,BATH AVENUE,11214,7183330969,PAKISTANI,40.60079862264,-74.00060138035,BK27,311,43,false,6,2024-08-01,2026-01-27,34.75,26,C,21,14,false
50118884,LIME & SALT BAR,Queens,98-102,QUEENS BOULEVARD,11374,3478137670,MEXICAN,40.72737835754,-73.85492440974,QN17,406,29,false,7,2023-03-26,2026-03-24,15.2,13,A,18,10,false
50118897,FELICE ON HUDSON,Manhattan,615,HUDSON STREET,10014,2127679210,ITALIAN,40.73780125839,-74.00565814829,MN23,102,3,false,2,2023-04-14,2025-03-20,9.5,12,A,4,2,false
50118905,FLAMES INDIAN AROMA,Manhattan,165,EAST 106 STREET,10029,6465901968,INDIAN,40.79195903528,-73.94559335571,MN33,111,8,false,2,2023-12-06,2025-08-12,7.5,9,A,4,1,false
50118912,RICE TO RICHES,Manhattan,37,SPRING STREET,10012,2122740008,OTHER,40.72177189183,-73.99582956621,MN24,102,1,false,3,2023-04-27,2026-02-10,10.33,7,A,5,3,false
50118931,MOMOYA SOHO,Manhattan,47,PRINCE STREET,10012,6464299315,JAPANESE,40.72341326198,-73.99581503218,MN24,102,1,false,2,2024-11-26,2026-02-04,12.0,6,A,5,2,false
50118932,SQUARE PIZZA,Manhattan,316,WEST 39 STREET,10018,3473316343,PIZZA,40.755633831,-73.99193641565,MN15,104,3,false,7,2023-06-14,2025-08-06,26.5,11,A,16,10,false
50118936,WHEATFIELD BAKERY,Brooklyn,1315,AVENUE U,11229,7183368002,BAKERY PRODUCTS/DESSERTS,40.59865548564,-73.95802716309,BK25,315,48,false,8,2023-08-10,2026-01-21,26.25,3,A,43,23,false
50118938,FRANKS PIZZA RESTAURANT,Brooklyn,2134,FLATBUSH AVENUE,11234,7183444041,PIZZA,40.61776291169,-73.93156922243,BK45,318,46,false,3,2023-05-10,2025-05-14,16.67,13,A,11,4,false
50118940,POPEYES,Manhattan,14,EAST 23 STREET,10010,6467264343,CHICKEN,40.74111375944,-73.9885857039,MN13,105,2,false,4,2022-08-29,2025-08-27,6.67,10,A,7,2,false
50118947,ALI'S ROTI SHOP,Brooklyn,1267,FULTON STREET,11216,9293779264,CARIBBEAN,40.68044977648,-73.95061686608,BK75,303,36,false,3,2024-10-09,2026-05-20,24.67,28,A,11,8,false
50118952,DELTA SKY CLUB,Manhattan,LA GUARDIA,AIRPORT,10004,9295147835,CONTINENTAL,,,,,,false,1,2024-03-15,2024-03-15,13.0,13,A,3,2,false
50118957,PROVENCE BAR,Queens,35-20,FARRINGTON STREET,11354,4108187359,AMERICAN,40.76410172793,-73.83164657639,QN22,407,20,false,2,2023-10-26,2023-12-07,40.0,10,Z,8,4,true
50118963,HUNGRY BURRITO,Brooklyn,1079,MANHATTAN AVENUE,11222,3473350726,MEXICAN,40.73552819944,-73.95514771826,BK76,301,33,false,1,2023-03-27,2023-03-27,15.0,15,N,2,2,false
50118965,EQUIS PICA POLLO RESTAURANT,Brooklyn,739,RIVERDALE AVENUE,11207,3479729211,SPANISH,40.66401966141,-73.88830353317,BK82,305,42,false,3,2023-05-08,2025-11-13,13.67,8,A,8,4,false
50118970,OLAS COFFEE COMPANY,Brooklyn,495,LORIMER STREET,11211,5085421595,COFFEE/TEA,40.71169006877,-73.948992082,BK73,301,34,false,5,2023-05-10,2025-12-04,13.2,10,A,14,7,false
50118971,EL POLLO SABROSON,Queens,66-35,GRAND AVENUE,11378,7184069717,LATIN AMERICAN,40.72462762064,-73.89776222885,QN30,405,30,false,7,2024-04-17,2026-05-27,24.83,25,Z,26,15,false
50118976,CAPY,Manhattan,180,HESTER STREET,10013,6463701050,BAKERY PRODUCTS/DESSERTS,40.71810219251,-73.99781028253,MN24,102,1,false,5,2023-05-02,2025-12-01,21.25,10,A,18,6,false
50118988,MINO BRASSERIE,Manhattan,225,WEST 12 STREET,10011,8455249006,FRENCH,40.73756259394,-74.00147948498,MN23,102,3,false,2,2024-01-23,2026-07-22,22.5,38,A,9,6,false
50118992,DON SAZON RESTAURANT,Bronx,1048,WOODYCREST AVENUE,10452,3478284608,LATIN AMERICAN,40.83352356286,-73.92729185309,BX26,204,16,false,4,2023-05-15,2026-05-14,17.5,12,A,17,6,false
50118993,BAMBINO EXPRESS,Queens,760B,SENECA AVENUE,11385,3472945462,PIZZA,40.70218023495,-73.90665454641,QN20,405,34,false,4,2023-07-11,2025-10-10,23.0,13,A,13,9,false
50118994,KYU,Manhattan,324,LAFAYETTE STREET,10012,5856293673,ASIAN/ASIAN FUSION,40.72553767758,-73.99497427006,MN23,102,1,false,2,2024-10-15,2026-04-30,21.5,33,A,8,6,false
50118996,TROPICAL SMOOTHIE CAFE,Queens,41-19,BELL BOULEVARD,11361,3477619720,"JUICE, SMOOTHIES, FRUIT SALADS",40.76305191908,-73.77068893154,QN46,411,19,false,4,2023-01-24,2025-06-17,10.0,13,A,9,2,false
50119000,LE DIVE,Manhattan,37,CANAL STREET,10002,3472282799,FRENCH,40.71465169211,-73.99107204433,MN27,103,1,false,2,2023-11-01,2026-02-17,13.5,19,A,5,4,false
50119001,CASA DEL SABOR,Brooklyn,446,WILSON AVENUE,11221,7184839822,SPANISH,40.69325897499,-73.91267483857,BK78,304,37,false,8,2022-12-21,2025-11-24,20.67,12,A,27,14,false
50119003,PEPPERCORN STATION,Manhattan,66,WEST 39 STREET,10018,6466915638,CHINESE,40.7524024528,-73.9842634217,MN17,105,4,false,2,2023-07-18,2024-11-20,25.0,27,N,12,6,false
50119007,MINITALIA PIZZERIA,Queens,66-25,FRESH POND ROAD,11385,7183862006,PIZZA,40.70820300269,-73.89785965513,QN20,405,30,false,3,2023-04-13,2025-06-03,15.33,13,A,7,5,false
50119022,MR. CHEN,Queens,59-05,MYRTLE AVENUE,11385,7184171008,CHINESE,40.70050309773,-73.90004621029,QN20,405,30,false,4,2023-01-17,2025-12-11,11.25,12,A,11,6,false
50119026,L'ABEILLE / L'ABEILLE A COTE / SUSHI ICHIMURA,Manhattan,412,GREENWICH STREET,10013,2125423898,NEW FRENCH,40.72168919929,-74.00987771065,MN24,101,1,false,3,2023-08-22,2025-07-23,6.33,9,A,2,2,false
50119037,LING LONG XUAN,Queens,141-41,NORTHERN BOULEVARD,11354,3476546924,CHINESE,40.76440002312,-73.82554136601,QN22,407,20,false,5,2022-10-31,2025-04-21,23.0,13,A,22,12,false
50119039,DELY.CIOSOS,Bronx,113,EAST 184 STREET,10468,9546246154,"JUICE, SMOOTHIES, FRUIT SALADS",40.85981710491,-73.90031197479,BX40,205,14,false,3,2023-08-30,2026-03-04,8.33,5,A,5,2,false
50119040,B'AIRES BAKERY,Queens,90-09,ROOSEVELT AVENUE,11372,5168079352,BAKERY PRODUCTS/DESSERTS,40.74845281865,-73.87611787139,QN28,403,21,false,10,2023-02-14,2025-09-29,22.71,11,A,37,20,false
50119043,FLORENCE DINER,Queens,40-13,82 STREET,11373,7187790033,LATIN AMERICAN,40.74711869949,-73.8838328439,QN29,404,25,false,5,2023-03-20,2026-02-13,15.2,7,A,17,8,false
50119048,CINCO DE MAYO MEXICAN GRILL,Brooklyn,1205,CHURCH AVENUE,11218,3472403624,MEXICAN,40.64739791646,-73.96827746704,BK42,314,40,false,4,2023-05-01,2025-05-04,13.75,0,A,13,8,false
50119057,BURGER KING,Manhattan,16,BEAVER STREET,10004,2124831051,AMERICAN,40.70497605886,-74.01237468801,MN25,101,1,false,3,2024-06-06,2026-07-30,4.67,5,A,4,0,false
50119060,ZUTTO JAPANESE AMERICAN BAR,Manhattan,384,BROOME STREET,10013,6462555410,JAPANESE,40.72040227755,-73.9965728111,MN24,102,1,false,3,2024-01-29,2025-10-01,7.0,2,A,4,2,false
50119066,PIZZA SPOT,Brooklyn,431,DEKALB AVENUE,11205,7186505850,PIZZA,40.6903566569,-73.96021571359,BK69,303,33,false,4,2023-07-26,2026-04-21,28.75,13,A,18,11,false
50119085,POETICA COFFEE,Brooklyn,240,7 AVENUE,11215,9177975131,COFFEE/TEA,40.66967705804,-73.9792651151,BK37,306,39,false,3,2023-10-06,2026-07-09,17.33,24,A,10,6,false
50119088,CHONGQING WHARF,Brooklyn,6324,FORT HAMILTON PARKWAY,11219,3472102242,CHINESE,40.63147406204,-74.0079764698,BK34,310,38,false,3,2023-06-06,2025-11-15,36.0,13,A,17,10,false
50119094,ORAI RECORD BAR,Manhattan,212,EAST 52 STREET,10022,9172614726,JAPANESE,40.75684045361,-73.96932605765,MN19,106,4,false,1,2026-03-19,2026-03-19,9.0,9,A,3,1,false
50119095,RAJ'S INDIAN KITCHEN,Manhattan,53,NASSAU STREET,10038,6465592322,INDIAN,40.70896727052,-74.00898490253,MN25,101,1,false,3,2023-05-09,2026-04-02,9.0,4,A,7,2,false
50119099,SUNSHINE COFFEE,Queens,10-12,37 AVENUE,11101,3475866058,LATIN AMERICAN,40.75997236074,-73.94143952899,QN68,401,26,false,5,2023-08-02,2026-01-05,23.0,13,A,18,11,false
50119101,NAMASTAE BROOKLYN,Brooklyn,1202,CORTELYOU ROAD,11218,3473653468,ASIAN/ASIAN FUSION,40.64009091803,-73.966897322,BK42,314,40,false,3,2024-05-29,2025-11-15,11.67,7,A,9,4,false
50119107,RESTAURANT ASSOCIATES @ AMAZON JFK24,Manhattan,460,WEST 34 STREET,10001,6464319412,AMERICAN,40.75432211036,-73.99857789193,MN13,104,3,false,2,2023-09-12,2025-03-24,8.5,4,A,4,2,false
50119126,BROOKLYN KEBAB HOUSE,Brooklyn,6825,5 AVENUE,11220,9292922001,MIDDLE EASTERN,40.63393452076,-74.02080299982,BK31,310,47,false,3,2023-06-21,2026-03-21,24.0,13,A,12,8,false
50119133,THE MIGRANT KITCHEN,Manhattan,157,COLUMBUS AVENUE,10023,6469888247,LATIN AMERICAN,40.77431062121,-73.9810376595,MN14,107,6,false,4,2023-06-07,2025-06-30,18.0,5,A,12,5,false
50119138,LA RUTA DEL TACO,Queens,92-18,JAMAICA AVENUE,11421,3479612921,MEXICAN,40.69333522432,-73.85299738263,QN53,409,32,false,5,2023-12-13,2025-11-15,37.5,24,Z,25,18,false
50119146,DREAM NYC RESTAURANT & LOUNGE,Queens,77-02,164 STREET,11366,9295576681,CARIBBEAN,40.72419967794,-73.80480485351,QN37,408,24,false,4,2022-12-19,2025-07-17,20.0,12,A,13,5,false
50119160,QBK SPORTS,Queens,41-20,39 STREET,11104,9178611284,AMERICAN,40.7471560854,-73.92553143929,QN31,402,26,false,5,2023-07-17,2026-02-25,15.75,12,A,13,8,false
50119164,STARBUCKS #58851,Manhattan,904,LEXINGTON AVENUE,10065,9177642054,COFFEE/TEA,40.76739812172,-73.9644186293,MN40,108,4,false,3,2023-12-21,2026-06-30,8.33,12,A,6,2,false
50119170,COURTYARD BY MARRIOTT,Manhattan,181,VARICK STREET,10014,2124148282,CONTINENTAL,40.72757427291,-74.00548770262,MN24,102,3,false,3,2023-04-20,2025-07-25,9.0,12,A,6,4,false
50119193,POPEYES LOUISIANA KITCHEN,Manhattan,358,7 AVENUE,10001,6465903500,CHICKEN,40.74833006621,-73.99256889306,MN17,105,3,false,6,2023-05-16,2026-01-06,16.75,13,A,16,8,false
50119194,KABOB SHACK,Brooklyn,182,HAVEMEYER STREET,11211,7183877111,MIDDLE EASTERN,40.71067271475,-73.95812949372,BK73,301,34,false,3,2023-04-10,2025-06-18,15.67,11,A,9,6,false
50119196,SALLY'S SOUTHERN,Staten Island,427,FOREST AVENUE,10301,7187272559,BARBECUE,40.63082368584,-74.10354180346,SI35,501,49,false,4,2023-07-13,2025-06-16,28.75,10,A,19,12,false
50119198,LUCKY ZHANG'S,Brooklyn,5622,8 AVENUE,11220,7184393366,CHINESE,40.63758124218,-74.00739350487,BK34,307,38,false,3,2023-07-11,2025-04-17,25.0,22,B,15,8,false
50119201,DIN SOUP DUMPLING,Brooklyn,162,MONTAGUE STREET,11201,7185503888,CHINESE,40.69437619524,-73.99284539123,BK09,302,33,false,4,2022-11-03,2024-12-18,18.25,7,A,14,10,false
50119210,THONGLOR NEW YORK,Manhattan,789,9 AVENUE,10019,2125615692,THAI,40.76504798895,-73.98781626731,MN15,104,3,false,8,2023-12-26,2026-07-15,20.88,28,Z,37,23,true
50119214,POPEYES,Queens,40-06,MAIN STREET,11354,7188865836,CAJUN,40.75935367714,-73.83004870098,QN22,407,20,false,3,2024-03-14,2026-04-30,10.0,10,A,7,3,false
50119217,WEST NEW MALAYSIA RESTAURANT,Manhattan,69,BAYARD STREET,10013,3476806105,ASIAN/ASIAN FUSION,40.71551388285,-73.99819995648,MN27,103,1,false,5,2024-01-29,2026-04-21,22.6,33,A,20,12,false
50119221,EL MARIACHI,Queens,602,SENECA AVENUE,11385,7183662795,MEXICAN,40.70403272114,-73.90978975406,QN20,405,34,false,5,2022-08-05,2025-07-14,16.25,7,A,13,7,false
50119222,SABOR COMIDA DOMINICANA,Queens,90-40,160 STREET,11432,3477210356,SPANISH,40.70492565403,-73.79990585263,QN61,412,24,false,3,2022-08-11,2025-05-12,4.67,5,A,3,2,false
50119223,SHAMA RESTAURANT & SWEETS,Brooklyn,232,NEPTUNE AVENUE,11235,7183681721,PAKISTANI,40.58154854382,-73.96180359568,BK19,313,48,false,5,2023-08-25,2026-04-01,19.75,30,C,21,13,false
50119224,POPEYES,Queens,102-18,ROOSEVELT AVENUE,11368,3478134940,CHICKEN,40.7497453371,-73.86377571855,QN26,404,21,false,5,2023-07-11,2025-12-31,17.25,12,A,12,5,false
50119230,JEFE TACOS,Brooklyn,445,ALBEE SQUARE,11201,7183049979,MEXICAN,40.69082623269,-73.98345224546,BK38,302,33,false,4,2024-01-30,2026-04-13,15.5,12,A,10,8,false
50119231,DUNKIN,Manhattan,370,LEXINGTON AVENUE,10017,2126824210,DONUTS,40.75063901798,-73.97664118601,MN20,105,4,false,5,2023-06-21,2026-01-21,11.5,11,A,13,8,false
50119234,MADMAN ESPRESSO & BAKERY,Manhattan,332,BLEECKER STREET,10014,9177445678,COFFEE/TEA,40.73352222805,-74.00435158606,MN23,102,3,false,5,2024-03-19,2026-03-19,13.5,3,A,13,5,false
50119235,TENG DRAGON,Manhattan,1516,AMSTERDAM AVENUE,10031,6462038419,CHINESE,40.81882760029,-73.95229856907,MN06,109,7,false,2,2024-04-02,2025-12-02,6.5,5,A,4,1,false
50119254,HYLAN CURRY & GRILL,Staten Island,1476,HYLAN BOULEVARD,10305,7185244608,INDIAN,40.5924294318,-74.08727920978,SI36,502,50,false,4,2023-07-31,2026-01-27,19.5,21,B,14,9,false
50119256,BRASSERIE COGNAC,Manhattan,922,7 AVENUE,10019,2124705087,FRENCH,40.76640544316,-73.97940816782,MN17,105,6,false,3,2023-12-07,2025-09-09,20.33,12,A,10,7,false
50119261,AKDENIZ MEDITERRANEAN CUISINE,Manhattan,43,WEST 46 STREET,10036,9174178485,MEDITERRANEAN,40.75664252428,-73.98047240161,MN17,105,4,false,3,2023-07-27,2025-04-22,18.67,11,A,10,6,false
50119263,NORRIS INCLUSIVE CATERING CUISINES LLC,Bronx,678,ALLERTON AVENUE,10467,3476850947,CARIBBEAN,40.86539762998,-73.86810061662,BX07,211,15,false,4,2023-06-07,2026-04-09,20.5,12,A,15,8,false
50119264,KORE COFFEE,Manhattan,26A,ELIZABETH STREET,10013,8048227682,COFFEE/TEA,40.7161451599,-73.99721513665,MN27,103,1,false,3,2024-01-11,2026-04-06,12.0,12,A,8,4,false
50119274,PLAYA BOWLS FIT/ ROSA'S PIZZA,Manhattan,299,7 AVENUE,10001,9179526436,AMERICAN,40.74651585585,-73.99387194044,MN17,105,3,false,5,2024-05-16,2025-12-22,16.33,4,A,14,5,false
50119285,FOREST HILLS BAGELS,Queens,104-41,QUEENS BOULEVARD,11375,9173327224,BAKERY PRODUCTS/DESSERTS,40.72357146603,-73.84863360663,QN17,406,29,false,6,2023-01-25,2025-12-10,14.0,5,A,18,8,false
50119290,MOTTLEY KITCHEN,Bronx,402,EAST 140 STREET,10454,9293082099,MOROCCAN,40.81015092933,-73.92138222584,BX39,201,8,false,4,2024-01-08,2025-11-28,26.75,12,A,20,12,false
50119298,WHITE OLIVE,Manhattan,33,WEST 55 STREET,10019,9173960214,MEDITERRANEAN,40.76218337144,-73.97613174424,MN17,105,4,false,3,2022-12-19,2024-10-24,16.0,22,A,9,5,false
50119301,YANG NO 1 CHINESE ASIAN RESTAURANT,Brooklyn,109,SOUTH PORTLAND AVENUE,11217,9173306566,CHINESE,40.68612276924,-73.97439227888,BK68,302,35,false,5,2022-08-16,2025-08-15,23.4,9,A,27,16,false
50119302,TRIPLE Z'S BAR & LOUNGE,Bronx,3304,WHITE PLAINS ROAD,10467,8452812118,AMERICAN,40.87344399796,-73.86707575573,BX44,212,12,false,3,2023-02-02,2023-04-03,21.5,12,A,10,5,false
50119304,KENNEDY FRIED CHICKEN,Brooklyn,2419,FOSTER AVENUE,11210,7182879999,CHICKEN,40.63842565154,-73.95345491543,BK95,317,45,false,3,2023-05-30,2026-01-02,5.67,2,A,6,1,false
50119316,EL LINAJE,Manhattan,2023,AMSTERDAM AVENUE,10032,3472163624,LATIN AMERICAN,40.83493647005,-73.94050236557,MN36,112,10,false,4,2023-04-03,2026-03-09,11.5,7,A,8,5,false
50119321,GRAB & GO,Bronx,441,EAST FORDHAM ROAD,10458,6467998408,SANDWICHES,40.86072673616,-73.88953366191,BX06,206,15,false,3,2023-08-23,2026-07-15,0.0,0,A,0,0,false
50119322,EL CATRACHO SPORTS BAR,Queens,184-15,JAMAICA AVENUE,11423,3478941634,SPANISH,40.70925838779,-73.77549884142,QN61,412,23,false,1,2026-07-08,2026-07-08,30.0,30,N,4,3,false
50119329,DD SOUP DUMPLING,Manhattan,321A,W 42ND ST,10036,2127571820,ASIAN/ASIAN FUSION,40.75758250997,-73.99061867896,MN15,104,3,false,7,2024-06-24,2026-04-15,41.6,29,C,34,21,false
50119336,COMMON GOOD HARLEM,Manhattan,2801,FREDERICK DOUGLASS BOULEVARD,,9175290966,COFFEE/TEA,,,,,,false,3,2023-05-18,2026-03-05,8.67,7,A,5,4,false
50119337,CAFE BALEARICA,Brooklyn,44,BERRY STREET,11249,9179410797,AMERICAN,40.72103632885,-73.95643099229,BK73,301,33,false,2,2023-11-18,2026-03-21,13.0,24,A,5,3,false
50119348,TRIPLE JS RESTAURANT,Bronx,3563B,BOSTON ROAD,10469,6469962018,CARIBBEAN,40.87822701267,-73.84437108232,BX03,212,12,false,4,2023-11-06,2025-11-13,35.33,13,A,11,7,false
50119357,WENDY'S,Bronx,19,WEST 170 STREET,10452,8454698696,AMERICAN,40.84029397044,-73.91786609292,BX26,204,16,false,4,2023-08-14,2025-06-20,17.75,3,A,10,4,false
50119359,NEMO'S BEER SHOP,Queens,110-64,QUEENS BOULEVARD,11375,9176871725,AMERICAN,40.71917754087,-73.83889253419,QN17,406,29,false,4,2024-04-23,2026-08-05,14.0,12,A,7,4,false
50119362,LIL FRANKIE'S GROCERY,Manhattan,21,1 AVENUE,10003,2124200050,SANDWICHES,40.72351978307,-73.98825681711,MN22,103,2,false,5,2023-07-13,2026-03-18,29.6,9,A,23,16,false
50119363,DA PAI DON,Queens,77-00,QUEENS BOULEVARD,11373,9292827609,CHINESE,40.73843670442,-73.88626937676,QN50,404,30,false,8,2024-05-20,2026-01-20,44.88,27,B,68,49,false
50119367,NABILA'S,Brooklyn,248,COURT STREET,11201,5713345134,LEBANESE,40.6854969391,-73.99439318071,BK33,306,39,false,2,2024-05-23,2026-01-21,12.5,23,A,7,3,false
50119370,LITTLE RASCAL BAR,Manhattan,130,FRANKLIN STREET,10013,6465316405,TURKISH,40.7191230618,-74.00686146073,MN24,101,1,false,4,2023-03-25,2025-01-31,36.33,23,B,18,13,false
50119381,TERIYAKI ONE,Queens,59-05,MAURICE AVENUE,11378,9176883038,JAPANESE,40.72624526165,-73.90867359577,QN31,402,26,false,3,2024-05-21,2025-12-01,15.0,10,A,8,6,false
50119389,TERIYAKI ONE,Unknown,2510,HYLAN BLVD,10306,9176883039,JAPANESE,,,,,,false,4,2023-07-11,2025-11-18,17.0,12,A,14,7,false
50119394,SOJOURNER COFFEE,Manhattan,137,WEST 116 STREET,10026,7202027077,COFFEE/TEA,40.80250947013,-73.95083298584,MN11,110,9,false,2,2024-04-08,2025-11-28,6.0,3,A,3,1,false
50119395,YORK AVE PIZZA,Manhattan,434,EAST 72 STREET,10021,5166608373,PIZZA,40.76741681995,-73.95511893948,MN31,108,5,false,3,2023-07-19,2025-09-30,17.67,13,A,9,5,false
50119402,HEINEKEN 0.0 ULTIMATE,Manhattan,119,WEST 23 STREET,10011,6469886696,COFFEE/TEA,40.74324133932,-73.99359075571,MN13,104,3,false,7,2024-02-15,2026-07-18,1.71,0,A,3,1,false
50119404,FAN FRIED RICE BAR,Brooklyn,740,DRIGGS AVENUE,11211,9292902197,ASIAN/ASIAN FUSION,40.71260043176,-73.96063885018,BK73,301,34,false,3,2022-04-20,2025-02-05,7.67,5,A,5,2,false
50119405,TAKUMI OMAKASE,Manhattan,181,ESSEX STREET,10002,6469983030,JAPANESE,40.72190017425,-73.98647492514,MN27,103,1,false,3,2023-03-07,2025-10-07,14.33,12,A,8,6,false
50119415,SWEETGREEN,Queens,25-35,44 DRIVE,11101,9294702030,SALADS,40.74717962964,-73.94262375013,QN31,402,26,false,4,2023-05-30,2026-04-29,9.0,12,A,9,4,false
50119421,KENNEDY FRIED CHICKEN,Brooklyn,783,HICKS STREET,11231,9292502584,CHICKEN,40.6761537516,-74.00502199413,BK33,306,38,false,4,2023-03-08,2026-01-07,4.33,2,A,6,1,false
50119424,ARS NOVA THEATER,Manhattan,27,BARROW STREET,10014,2124899800,UNKNOWN,40.73249298251,-74.00307781539,MN23,102,3,true,,,,,,,,,false
50119427,BROOKLYN CHOP HOUSE,Manhattan,253,WEST 47 STREET,10036,2126191210,STEAKHOUSE,40.75990688436,-73.98628308239,MN17,105,3,false,5,2024-09-09,2026-07-15,11.25,33,A,8,7,false
50119429,MAE MAE CAFE,Bronx,2417,3 AVENUE,10451,9179367969,VEGETARIAN,40.80848535774,-73.93066435671,BX39,201,8,false,8,2023-12-15,2026-07-11,3.88,0,A,6,4,false
